Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
11 July 2018, 1.1735, 130.53, 1.9558, 25.929, 7.4541, 0.88482, 324.66, 4.3214, 4.6602, 10.2745, 1.1653, 125.40, 9.4458, 7.3960, 72.7507, 5.6103, 1.5869, 4.4923, 1.5421, 7.8359, 9.2111, 16857.33, 4.2664, 80.7045, 1318.67, 22.3622, 4.7374, 1.7266, 62.893, 1.5968, 39.042, 15.8210, 
